COUNTY NAME,SCHOOL CODE,SCHOOL,GRADUATE COUNT,COLLEGE BOUND,PCT COLLEGE BOUND,2 OR 4 YEAR COLLEGE OR UNIVERSITY,PCT 2 OR 4 YEAR COLLEGE OR UNIVERSITY,TOTAL POSTSECONDARY BOUND,PCT TOTAL POSTSECONDARY BOUND,NON DEGREE GRANTING POSTSECONDARY SCHOOL,PCT NON DEGREE GRANTING POSTSECONDARY SCHOOL,SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION,PCT SPECIALIZED ASSOCIATE DEGREE GRANTING INSTITUTION
Allegheny,50,Baldwin SHS,345,249,0.72173913,249,0.72173913,252,0.730434783,3,0.008695652,0,0
Allegheny,62,Bethel Park HS,349,268,0.767908309,268,0.767908309,268,0.767908309,0,0,0,0
Allegheny,70,Brentwood SHS,90,61,0.677777778,58,0.644444444,63,0.7,2,0.022222222,3,0.033333333
Allegheny,79,Carlynton JSHS,88,47,0.534090909,47,0.534090909,47,0.534090909,0,0,0,0
Allegheny,6706,Chartiers Valley HS,236,171,0.724576271,166,0.703389831,176,0.745762712,5,0.021186441,5,0.021186441
Allegheny,8094,Clairton MS/HS,37,14,0.378378378,11,0.297297297,14,0.378378378,0,0,3,0.081081081
Allegheny,8087,Cornell HS,40,31,0.775,31,0.775,32,0.8,1,0.025,0,0
Allegheny,513,Deer Lakes HS,145,101,0.696551724,101,0.696551724,106,0.731034483,5,0.034482759,0,0
Allegheny,8340,East Allegheny JSHS,93,57,0.612903226,51,0.548387097,58,0.623655914,1,0.010752688,6,0.064516129
Allegheny,144,Elizabeth Forward SHS,144,93,0.645833333,91,0.631944444,97,0.673611111,4,0.027777778,2,0.013888889
Allegheny,7648,Spectrum CS,3,0,0,0,0,0,0,0,0,0,0
Allegheny,156,Fox Chapel Area HS,323,274,0.848297214,274,0.848297214,276,0.854489164,2,0.00619195,0,0
Allegheny,170,Gateway SHS,272,153,0.5625,148,0.544117647,161,0.591911765,8,0.029411765,5,0.018382353
Allegheny,5190,Hampton HS,241,199,0.825726141,199,0.825726141,200,0.829875519,1,0.004149378,0,0
Allegheny,5153,Highlands SHS,182,100,0.549450549,83,0.456043956,106,0.582417582,6,0.032967033,17,0.093406593
Allegheny,5112,Keystone Oaks HS,126,94,0.746031746,93,0.738095238,97,0.76984127,3,0.023809524,1,0.007936508
Allegheny,6105,McKeesport Area SHS,192,113,0.588541667,111,0.578125,119,0.619791667,6,0.03125,2,0.010416667
Allegheny,5017,Montour HS,217,147,0.677419355,146,0.67281106,150,0.69124424,3,0.013824885,1,0.004608295
Allegheny,4951,Moon SHS,280,220,0.785714286,220,0.785714286,232,0.828571429,12,0.042857143,0,0
Allegheny,254,Mt Lebanon SHS,410,388,0.946341463,387,0.943902439,389,0.948780488,1,0.002439024,1,0.002439024
Allegheny,8305,North Allegheny HS,635,577,0.908661417,577,0.908661417,579,0.911811024,2,0.003149606,0,0
Allegheny,53,Northgate MSHS,50,30,0.6,30,0.6,31,0.62,1,0.02,0,0
Allegheny,7101,North Hills SHS,314,232,0.738853503,228,0.72611465,244,0.777070064,12,0.038216561,4,0.012738854
Allegheny,309,Penn Hills SHS,269,73,0.271375465,72,0.267657993,76,0.282527881,3,0.011152416,1,0.003717472
Allegheny,435,Plum SHS,287,197,0.68641115,186,0.648083624,212,0.738675958,15,0.052264808,11,0.038327526
Allegheny,448,Quaker Valley HS,156,117,0.75,116,0.743589744,118,0.756410256,1,0.006410256,1,0.006410256
Allegheny,6928,Riverview JSHS,55,44,0.8,44,0.8,44,0.8,0,0,0,0
Allegheny,460,Shaler Area HS,284,205,0.721830986,197,0.693661972,210,0.73943662,5,0.017605634,8,0.028169014
Allegheny,8392,Westinghouse Arts Academy CS,52,29,0.557692308,24,0.461538462,29,0.557692308,0,0,5,0.096153846
Allegheny,8459,South Allegheny HS,103,51,0.495145631,49,0.475728155,51,0.495145631,0,0,2,0.019417476
Allegheny,470,South Fayette Twp HS,254,224,0.881889764,224,0.881889764,233,0.917322835,9,0.035433071,0,0
Allegheny,467,South Park SHS,141,87,0.617021277,86,0.609929078,87,0.617021277,0,0,1,0.007092199
Allegheny,196,Steel Valley SHS,90,35,0.388888889,35,0.388888889,36,0.4,1,0.011111111,0,0
Allegheny,477,Sto-Rox JSHS,66,33,0.5,29,0.439393939,33,0.5,0,0,4,0.060606061
Allegheny,492,Upper Saint Clair HS,376,342,0.909574468,342,0.909574468,352,0.936170213,10,0.026595745,0,0
Allegheny,509,West Allegheny SHS,251,204,0.812749004,197,0.784860558,204,0.812749004,0,0,7,0.027888446
Allegheny,523,Thomas Jefferson HS,218,156,0.71559633,153,0.701834862,157,0.720183486,1,0.004587156,3,0.013761468
Allegheny,536,West Mifflin Area HS,220,134,0.609090909,131,0.595454545,139,0.631818182,5,0.022727273,3,0.013636364
Allegheny,107,Woodland Hills HS,221,134,0.606334842,134,0.606334842,151,0.683257919,17,0.076923077,0,0
Allegheny,7821,Pennsylvania Distance Learning CS,69,37,0.536231884,36,0.52173913,39,0.565217391,2,0.028985507,1,0.014492754
Allegheny,8129,Propel CS-Braddock Hills,59,37,0.627118644,34,0.576271186,46,0.779661017,9,0.152542373,3,0.050847458
Armstrong,2320,Apollo-Ridge HS,70,42,0.6,40,0.571428571,44,0.628571429,2,0.028571429,2,0.028571429
Armstrong,7640,West Shamokin JSHS,65,0,0,0,0,0,0,0,0,0,0
Armstrong,8342,Armstrong JSHS,202,0,0,0,0,0,0,0,0,0,0
Armstrong,594,Freeport Area SHS,142,117,0.823943662,107,0.753521127,120,0.845070423,3,0.021126761,10,0.070422535
Armstrong,7923,Leechburg Area HS,31,15,0.483870968,14,0.451612903,18,0.580645161,3,0.096774194,1,0.032258065
Armstrong,4807,Lenape Tech,160,58,0.3625,58,0.3625,64,0.4,6,0.0375,0,0
Beaver,7859,Lincoln Park Performing Arts CS,143,0,0,0,0,0,0,0,0,0,0
Beaver,8086,Aliquippa JSHS,61,0,0,0,0,0,0,0,0,0,0
Beaver,6555,Ambridge Area HS,182,123,0.675824176,116,0.637362637,126,0.692307692,3,0.016483516,7,0.038461538
Beaver,640,Beaver Area SHS,162,105,0.648148148,103,0.635802469,108,0.666666667,3,0.018518519,2,0.012345679
Beaver,649,Beaver Falls Area SHS,113,51,0.451327434,51,0.451327434,59,0.522123894,8,0.07079646,0,0
Beaver,6707,Blackhawk HS,180,130,0.722222222,123,0.683333333,135,0.75,5,0.027777778,7,0.038888889
Beaver,8044,Central Valley HS,139,106,0.762589928,102,0.73381295,106,0.762589928,0,0,4,0.028776978
Beaver,6563,Freedom Area SHS,92,55,0.597826087,55,0.597826087,66,0.717391304,11,0.119565217,0,0
Beaver,7650,Pennsylvania Cyber CS,"1,148",463,0.403310105,399,0.347560976,484,0.421602787,21,0.018292683,64,0.055749129
Beaver,675,Hopewell SHS,149,97,0.651006711,91,0.610738255,100,0.67114094,3,0.020134228,6,0.040268456
Beaver,695,New Brighton Area HS,83,44,0.530120482,44,0.530120482,46,0.554216867,2,0.024096386,0,0
Beaver,700,Riverside HS,101,67,0.663366337,65,0.643564356,67,0.663366337,0,0,2,0.01980198
Beaver,8000,Rochester High School,51,27,0.529411765,26,0.509803922,27,0.529411765,0,0,1,0.019607843
Beaver,714,South Side HS,71,46,0.647887324,46,0.647887324,46,0.647887324,0,0,0,0
Beaver,719,Western Beaver Co JSHS,51,22,0.431372549,22,0.431372549,25,0.490196078,3,0.058823529,0,0
Bedford,726,Bedford SHS,141,71,0.503546099,65,0.460992908,72,0.510638298,1,0.007092199,6,0.042553191
Bedford,732,Chestnut Ridge SHS,98,49,0.5,45,0.459183673,49,0.5,0,0,4,0.040816327
Bedford,7897,Everett Area HS,92,40,0.434782609,40,0.434782609,47,0.510869565,7,0.076086957,0,0
Bedford,8436,Northern Bedford County HS,67,33,0.492537313,28,0.417910448,33,0.492537313,0,0,5,0.074626866
Bedford,8154,HOPE for Hyndman CS,19,0,0,0,0,0,0,0,0,0,0
Bedford,753,Tussey Mountain HS,61,29,0.475409836,28,0.459016393,31,0.508196721,2,0.032786885,1,0.016393443
Berks,820,Antietam MS/HS,50,20,0.4,20,0.4,23,0.46,3,0.06,0,0
Berks,6306,Boyertown Area SHS,525,335,0.638095238,334,0.636190476,341,0.64952381,6,0.011428571,1,0.001904762
Berks,6308,Brandywine Heights HS,99,58,0.585858586,55,0.555555556,58,0.585858586,0,0,3,0.03030303
Berks,777,Conrad Weiser HS,196,132,0.673469388,120,0.612244898,137,0.698979592,5,0.025510204,12,0.06122449
Berks,4810,Daniel Boone Area HS,251,165,0.657370518,165,0.657370518,167,0.665338645,2,0.007968127,0,0
Berks,788,Exeter Twp SHS,327,194,0.593272171,191,0.584097859,203,0.620795107,9,0.027522936,3,0.009174312
Berks,5023,Fleetwood SHS,193,119,0.616580311,118,0.611398964,126,0.652849741,7,0.03626943,1,0.005181347
Berks,802,Governor Mifflin SHS,354,205,0.579096045,205,0.579096045,208,0.587570621,3,0.008474576,0,0
Berks,808,Hamburg Area HS,149,81,0.543624161,76,0.510067114,81,0.543624161,0,0,5,0.033557047
Berks,816,Kutztown Area SHS,96,59,0.614583333,59,0.614583333,59,0.614583333,0,0,0,0
Berks,6610,Muhlenberg HS,301,193,0.641196013,181,0.601328904,202,0.671096346,9,0.029900332,12,0.03986711
Berks,6318,Oley Valley SHS,135,93,0.688888889,92,0.681481481,93,0.688888889,0,0,1,0.007407407
Berks,8116,Reading SHS,920,255,0.277173913,254,0.276086957,272,0.295652174,17,0.018478261,1,0.001086957
Berks,864,Schuylkill Valley HS,130,91,0.7,89,0.684615385,95,0.730769231,4,0.030769231,2,0.015384615
Berks,4670,Tulpehocken JSHS,101,37,0.366336634,37,0.366336634,39,0.386138614,2,0.01980198,0,0
Berks,873,Twin Valley HS,238,184,0.773109244,172,0.722689076,187,0.785714286,3,0.012605042,12,0.050420168
Berks,6980,Wilson HS,518,274,0.528957529,274,0.528957529,282,0.544401544,8,0.015444015,0,0
Berks,887,Wyomissing Area JSHS,161,116,0.720496894,116,0.720496894,123,0.763975155,7,0.043478261,0,0
Blair,7720,Central PA Digital Lrng Foundation CS,11,0,0,0,0,0,0,0,0,0,0
Blair,913,Altoona Area HS,502,261,0.519920319,247,0.492031873,300,0.597609562,39,0.077689243,14,0.027888446
Blair,917,Bellwood-Antis HS,95,68,0.715789474,68,0.715789474,68,0.715789474,0,0,0,0
Blair,921,Claysburg-Kimmel HS,76,33,0.434210526,28,0.368421053,37,0.486842105,4,0.052631579,5,0.065789474
Blair,5207,Hollidaysburg Area SHS,264,140,0.53030303,137,0.518939394,162,0.613636364,22,0.083333333,3,0.011363636
Blair,941,Central HS,114,66,0.578947368,63,0.552631579,69,0.605263158,3,0.026315789,3,0.026315789
Blair,949,Tyrone Area HS,132,82,0.621212121,81,0.613636364,87,0.659090909,5,0.037878788,1,0.007575758
Blair,951,Williamsburg Community JSHS,43,19,0.441860465,19,0.441860465,19,0.441860465,0,0,0,0
Bradford,958,Athens Area HS,144,77,0.534722222,76,0.527777778,83,0.576388889,6,0.041666667,1,0.006944444
Bradford,988,Canton JSHS,65,31,0.476923077,31,0.476923077,33,0.507692308,2,0.030769231,0,0
Bradford,964,Northeast Bradford JSHS,45,25,0.555555556,23,0.511111111,25,0.555555556,0,0,2,0.044444444
Bradford,965,Sayre Area HS,71,44,0.61971831,44,0.61971831,45,0.633802817,1,0.014084507,0,0
Bradford,5208,Towanda Area JSHS,103,52,0.504854369,46,0.446601942,56,0.54368932,4,0.038834951,6,0.058252427
Bradford,1000,Troy Area JSHS,93,53,0.569892473,53,0.569892473,57,0.612903226,4,0.043010753,0,0
Bradford,1005,Wyalusing Valley JSHS,84,35,0.416666667,34,0.404761905,37,0.44047619,2,0.023809524,1,0.011904762
Bucks,7726,Center for Student Lrng CS Pennsbury,18,9,0.5,9,0.5,13,0.722222222,4,0.222222222,0,0
Bucks,5116,Bensalem Twp HS,425,281,0.661176471,276,0.649411765,290,0.682352941,9,0.021176471,5,0.011764706
Bucks,1014,Bristol HS,54,25,0.462962963,25,0.462962963,32,0.592592593,7,0.12962963,0,0
Bucks,1029,Truman SHS,323,179,0.554179567,179,0.554179567,193,0.59752322,14,0.043343653,0,0
Bucks,1030,Bucks County Technical High School,294,161,0.547619048,161,0.547619048,179,0.608843537,18,0.06122449,0,0
Bucks,1040,William Tennent HS,405,292,0.720987654,279,0.688888889,293,0.72345679,1,0.002469136,13,0.032098765
Bucks,1043,Central Bucks HS-West,462,393,0.850649351,391,0.846320346,394,0.852813853,1,0.002164502,2,0.004329004
Bucks,5133,Central Bucks HS-East,530,480,0.905660377,480,0.905660377,482,0.909433962,2,0.003773585,0,0
Bucks,7790,Central Bucks HS-South,553,465,0.840867993,463,0.837251356,469,0.848101266,4,0.007233273,2,0.003616637
Bucks,5096,Council Rock HS North,393,352,0.8956743,351,0.893129771,354,0.900763359,2,0.005089059,1,0.002544529
Bucks,7749,Council Rock HS South,483,425,0.879917184,420,0.869565217,429,0.888198758,4,0.008281573,5,0.010351967
Bucks,7568,School Lane CS,59,36,0.610169492,36,0.610169492,38,0.644067797,2,0.033898305,0,0
Bucks,8381,Morrisville HS,55,22,0.4,20,0.363636364,22,0.4,0,0,2,0.036363636
Bucks,6455,Neshaminy HS,604,447,0.740066225,447,0.740066225,471,0.779801325,24,0.039735099,0,0
Bucks,1084,New Hope-Solebury HS,133,124,0.932330827,124,0.932330827,124,0.932330827,0,0,0,0
Bucks,1094,Palisades HS,143,101,0.706293706,101,0.706293706,105,0.734265734,4,0.027972028,0,0
Bucks,1100,Pennridge HS,621,459,0.739130435,457,0.735909823,462,0.743961353,3,0.004830918,2,0.003220612
Bucks,4682,Pennsbury HS,712,583,0.818820225,581,0.816011236,597,0.838483146,14,0.019662921,2,0.002808989
Bucks,1128,Quakertown Community HS,411,289,0.703163017,289,0.703163017,291,0.708029197,2,0.00486618,0,0
Butler,8344,Butler Area SHS,419,304,0.725536993,294,0.701670644,314,0.749403341,10,0.023866348,10,0.023866348
Butler,1154,Karns City HS,75,41,0.546666667,40,0.533333333,48,0.64,7,0.093333333,1,0.013333333
Butler,1159,Mars Area SHS,262,214,0.816793893,214,0.816793893,220,0.839694656,6,0.022900763,0,0
Butler,1164,Moniteau JSHS,99,62,0.626262626,58,0.585858586,62,0.626262626,0,0,4,0.04040404
Butler,1172,Slippery Rock Area HS,154,95,0.616883117,94,0.61038961,100,0.649350649,5,0.032467532,1,0.006493506
Butler,1177,Knoch HS,186,0,0,0,0,0,0,0,0,0,0
Butler,8318,Seneca Valley HS,575,486,0.845217391,486,0.845217391,489,0.850434783,3,0.005217391,0,0
Cambria,5135,Blacklick Valley JSHS,35,27,0.771428571,23,0.657142857,27,0.771428571,0,0,4,0.114285714
Cambria,5212,Cambria Heights SHS,113,73,0.646017699,72,0.637168142,76,0.672566372,3,0.026548673,1,0.008849558
Cambria,1208,Central Cambria HS,114,83,0.728070175,80,0.701754386,85,0.745614035,2,0.01754386,3,0.026315789
Cambria,5136,Conemaugh Valley JSHS,48,26,0.541666667,26,0.541666667,26,0.541666667,0,0,0,0
Cambria,1225,Ferndale Area JSHS,40,0,0,0,0,0,0,0,0,0,0
Cambria,8382,Forest Hills JSHS,117,78,0.666666667,70,0.598290598,79,0.675213675,1,0.008547009,8,0.068376068
Cambria,1251,Greater Johnstown SHS,160,41,0.25625,41,0.25625,51,0.31875,10,0.0625,0,0
Cambria,8314,Greater Johnstown School District's Cybe,2,0,0,0,0,0,0,0,0,0,0
Cambria,6201,Northern Cambria HS,83,50,0.602409639,44,0.530120482,56,0.674698795,6,0.072289157,6,0.072289157
Cambria,1213,Penn Cambria HS,145,72,0.496551724,72,0.496551724,79,0.544827586,7,0.048275862,0,0
Cambria,1270,Portage Area JSHS,55,33,0.6,33,0.6,40,0.727272727,7,0.127272727,0,0
Cambria,7941,Richland HS,118,80,0.677966102,79,0.669491525,83,0.703389831,3,0.025423729,1,0.008474576
Cambria,8379,Westmont Hilltop JSHS,121,91,0.752066116,91,0.752066116,91,0.752066116,0,0,0,0
Cameron,1299,Cameron County JSHS,34,25,0.735294118,25,0.735294118,25,0.735294118,0,0,0,0
Carbon,4870,Carbon Career & Technical Institute,95,27,0.284210526,27,0.284210526,37,0.389473684,10,0.105263158,0,0
Carbon,1307,Jim Thorpe Area HS,115,80,0.695652174,79,0.686956522,84,0.730434783,4,0.034782609,1,0.008695652
Carbon,1315,Lehighton Area HS,192,124,0.645833333,117,0.609375,127,0.661458333,3,0.015625,7,0.036458333
Carbon,4734,Palmerton Area HS,107,74,0.691588785,71,0.663551402,78,0.728971963,4,0.037383178,3,0.028037383
Carbon,8348,Panther Valley JSHS,103,58,0.563106796,58,0.563106796,58,0.563106796,0,0,0,0
Carbon,1327,Weatherly Area SHS,53,33,0.622641509,33,0.622641509,33,0.622641509,0,0,0,0
Centre,1335,Bald Eagle Area JSHS,115,68,0.591304348,60,0.52173913,74,0.643478261,6,0.052173913,8,0.069565217
Centre,1343,Bellefonte Area HS,220,0,0,0,0,0,0,0,0,0,0
Centre,6231,Penns Valley Area JSHS,99,60,0.606060606,60,0.606060606,70,0.707070707,10,0.101010101,0,0
Centre,1364,State College Area HS,564,461,0.817375887,452,0.80141844,461,0.817375887,0,0,9,0.015957447
Chester,7691,21st Century Cyber CS,323,158,0.489164087,157,0.486068111,183,0.566563467,25,0.077399381,1,0.003095975
Chester,7721,Avon Grove CS,66,47,0.712121212,47,0.712121212,49,0.742424242,2,0.03030303,0,0
Chester,7819,Pennsylvania Leadership CS,364,215,0.590659341,198,0.543956044,218,0.598901099,3,0.008241758,17,0.046703297
Chester,1367,Avon Grove HS,408,313,0.767156863,313,0.767156863,323,0.791666667,10,0.024509804,0,0
Chester,5012,Coatesville Area SHS,399,230,0.576441103,205,0.513784461,250,0.626566416,20,0.050125313,25,0.062656642
Chester,1387,Downingtown HS West Campus,415,345,0.831325301,342,0.824096386,354,0.853012048,9,0.021686747,3,0.007228916
Chester,7759,Downingtown HS East Campus,449,372,0.828507795,371,0.826280624,382,0.85077951,10,0.022271715,1,0.002227171
Chester,8174,Downingtown STEM Academy,204,202,0.990196078,202,0.990196078,202,0.990196078,0,0,0,0
Chester,8394,Insight PA Cyber CS,212,0,0,0,0,0,0,0,0,0,0
Chester,7628,Collegium CS,111,81,0.72972973,79,0.711711712,86,0.774774775,5,0.045045045,2,0.018018018
Chester,7636,Renaissance Academy CS,73,61,0.835616438,60,0.821917808,62,0.849315068,1,0.01369863,1,0.01369863
Chester,1424,Great Valley HS,332,306,0.921686747,306,0.921686747,307,0.924698795,1,0.003012048,0,0
Chester,6482,Kennett HS,316,229,0.724683544,229,0.724683544,239,0.756329114,10,0.03164557,0,0
Chester,1414,Octorara Area JSHS,177,108,0.610169492,101,0.570621469,110,0.621468927,2,0.011299435,7,0.039548023
Chester,1406,Owen J Roberts HS,375,285,0.76,285,0.76,288,0.768,3,0.008,0,0
Chester,1420,Oxford Area HS,303,187,0.617161716,173,0.570957096,191,0.630363036,4,0.01320132,14,0.04620462
Chester,1426,Phoenixville Area HS,291,223,0.766323024,223,0.766323024,229,0.786941581,6,0.020618557,0,0
Chester,1423,Conestoga SHS,539,526,0.975881262,526,0.975881262,531,0.985157699,5,0.009276438,0,0
